comment_text,sentiment
تم جو شیریں نہ ہوئے کیا، ہم کو فرہاد کر دو خوابوں کو جگہ نہ ملی آنکھوں میں وہاں پہلے سے ہی سیلاب تھا نغمے بناتا پھرا سازوں پہ دل اپنا فقط مضراب تھا میری بےجا حسرتوں کو قابل داد کر دو the lyrics are pure gold ,Positive
the lyrics each word is gem beautifully set into this masterpiece ,Positive
too good ,Positive
listening this song again and again from released ,Positive
nu ,Neutral
theres a magic in this song which pulls you here everyday right ,Positive
054 056 058 ,Neutral
second thing rao also impressed ,Positive
pankaj g all tym baap of expressions n dialogue deliveries ,Positive
255 music pritam da ,Positive
nice ,Positive
arijit ,Positive
mitha sa yeh jewheer main toh pita rahunga line is next level ,Positive
abey yaar ye ladhki to iski betiii ki umar ki hai ,Neutral
awesome songperfect mixing abhishek bacchan ka role dil ko cchu gaya ,Positive
008 this bgm is mind blowing ,Positive
anurag basu lovely performance ,Positive
wht an ultimate song ,Positive
thnxxx god bollywood walon ne remixes or old songs ko revise krna km kr dea new collection mil gae inko ,Positive
our song babyyyyyyy ,Positive
327 best part ,Positive
kardiyaa barbaaad ,Negative
handfull of these songs are keeping bollywood going ,Positive
wow kya song h dil k bato ko pighla kr use ansu banake nikaldeta h ,Positive
who came here after khudgarz band performance ,Neutral
dhoka ,Negative
i love this line 329 khwabon ko jagah naa mili aankhon mein wahan pehle se hi sailaab tha ,Positive
ya to barbad kar do arjit singh super hit song my song arijit singh fans superhit film load ho ,Positive
mr rajkumaar rao you are a legend ,Positive
what song fill my hart ,Positive
pyiar esa he to phir sex kesa he ,Neutral
nice song ,Positive
dont know why just love that song ,Positive
really missing my gf ,Positive
pritam arijit best song ,Positive
one of the best song of arijit singh ,Positive
ya to barbaad kar do ya phir aabaad kar do wo galat tha yeh sahi hai jhooth yeh aaj keh do itna ehsaan kar do poore armaan kar do lab pe aakar jo ruke hain dhai wo harf keh do meri saanson se judi hai teri har saans keh do mushqil aasaan kar do ya to barbaad kar do ya phir aabaad kar do meetha sa yeh zehar main to peeta rahunga tu khuda na sahi main to sajde karunga meetha sa yeh zehar main to peeta rahunga tu khuda na sahi main to sajde karunga tum jo sheerin na huye kya humko farhaad kar do meri saanson se judi hai teri har saans keh do mushqil aasaan kar do ya to barbaad kar do ya phir aabaad kar do khwabon ko jagah na mili aankhon mein wahaan pehle se hi sailaab tha nagme banaata phira saazo pe dil apna faqat mizraab thha meri bejaan hasraton ko kaabiledaar kar do meri saanson se judi hai teri har saans keh do itna ehsaan kar do itna ehsaan kar do poore armaan kar do ya to barbaad kar do ya phir aabaad kar do ,Positive
how sweet voice you hv arijit love to hear you always it feels so deep whenever heard your songs ,Positive
1m out of 54m might be my views of this absolute marvelous piece of a song and cinematography ,Positive
ek simple sa insaan jiski diwani puri duniya hai arjit singh ,Positive
ya to barbad kar du mai song arijit singh fans ,Positive
sab bigaad diya hai maine shayd ab nafrat si hogyi hai unhe humse ,Negative
abhishek bachchan serious angry avenger just like fire red house rohit sharaf timid shy full of dreams just like sky blue house raj kumar rao loving caring giving just like nature green house aditya kapoor cheerful energetic bright like the sun yellow house anurag basu decietful unforgiving endearing like ludo board director ,Positive
literally 001 people reading this message god bless u and ur family you will achieve all ur goals soon keep patience talent doesnt fade a cute middle class singer whose voice is similar to arijit singh ,Positive
singles have this dream come true moment hahahaha ,Neutral
053 here the real fun begins ,Positive
im very close to this songs ,Positive
always evergreen ,Positive
050 thank me later ,Neutral
rajkummar rao sir acting ,Positive
student to teacher ya to fail kar do ya to pass kardo ye galat tha wo sahi hai do char number extra de do ,Neutral
jubin nautiyal is a very good singer but arijit is on another level arjit supremacy in bollywood ,Positive
mojjah gaan ,Positive
love ,Positive
comment your fav line ,Neutral
arijit and rajkummar rao ,Positive
super ,Positive
youve to give it to abhishek bachchan for his wonderful performance ,Positive
have a relax ,Positive
touchy song ,Positive
arjit is always fav ,Positive
favorite ,Positive
what a beautiful voice ,Positive
single be like saale humko jeene mat do ,Neutral
this is lejand song guys ,Positive
dedicated to all the single mates ,Neutral
ayushman stole heart ,Positive
my like only for abhishek ,Positive
legendary movie legendary actors legendary songs and of course legendary singer ,Positive
pure armaan kar do ,Positive
khwabo ko jagah na mili aankhon me waha pehle se hi sailab tha just for this line i am listening this song on loop ,Positive
barbad ,Negative
many ke take aur arijit singh ke gane dono dil ko chu jate hai ,Positive
legends says that arijit singh dedicated this song to salman khan ,Neutral
